Status,Furnished_status,neworold,type_of_building,area,latitude,longitude,Bedrooms,Bathrooms,Balcony,parking,Lift,price
Ready to Move,,Resale,Flat,1810,28.453581,77.556221,4,3,4,,,9000000
Ready to Move,,Resale,Flat,1000,28.67553814,77.12345861,2,2,2,1,,7800000
Ready to Move,Semi-Furnished,Resale,Individual House,1090,28.605958,77.444512,3,2,,,,4700000
Ready to Move,,Resale,Flat,2250,28.502021,77.532855,3,3,,,,8500000
Ready to Move,,New Property,Flat,1300,28.666747,77.479096,3,2,3,,,4200000
Ready to Move,,Resale,Flat,1206,28.54677547,77.371622,2,2,3,,,6800000
Ready to Move,Unfurnished,Resale,Flat,1000,28.5028911,77.4257,2,2,,,,4000000
Ready to Move,,Resale,Individual House,950,28.705425,77.433193,2,2,,,,2830000
Ready to Move,Furnished,Resale,Individual House,940,28.67065048,77.16755676,2,2,1,,,5700000
Ready to Move,,Resale,Flat,1390,28.56118696,77.3865692,3,3,3,,,6380000
Ready to Move,,New Property,Flat,1252,28.699069,77.43082211,2,3,2,,,4000000
Ready to Move,Furnished,Resale,Flat,4500,28.4516629,77.558458,6,6,,2,,25000000
Ready to Move,,New Property,Flat,915,28.60847821,77.444642,2,2,2,,,3700000
Ready to Move,Semi-Furnished,New Property,Flat,3500,28.41970825,77.07780457,4,4,5,,,25000000
Ready to Move,,Resale,Individual House,2150,28.44457285,76.95550707,3,3,3,,,12200000
Ready to Move,Unfurnished,Resale,Flat,1700,28.37646103,77.33474731,3,2,2,,,9000000
Ready to Move,,Resale,Flat,1097,28.436305,77.13605,2,2,,,,6900000
Ready to Move,Semi-Furnished,Resale,Flat,900,28.563455,77.0514694,3,2,,,,8000000
Ready to Move,Semi-Furnished,Resale,Individual House,1706,28.4785059,77.5422587,2,3,3,,,6200000
Ready to Move,,Resale,Flat,1330,28.632426,77.442414,3,2,5,1,,4000000
Ready to Move,,Resale,Flat,900,28.5167536,77.39813,2,2,1,,,4500000
Ready to Move,,Resale,Flat,880,28.72199885,77.447746,2,2,1,,,2500000
Ready to Move,Unfurnished,Resale,Individual House,1100,28.72281265,77.13215637,3,2,1,,,14000000
Ready to Move,Semi-Furnished,Resale,Flat,1110,28.477342,77.5529344,2,2,,,,4300000
Ready to Move,,New Property,Flat,1195,28.593029,77.45727254,2,2,3,1,,5000000
,Unfurnished,Resale,Flat,1990,28.4460523,76.9772858,3,3,3,,,8700000
Ready to Move,,Resale,Flat,2010,28.39393115,77.031069,4,4,2,,,13000000
Ready to Move,,Resale,Flat,1450,28.387426,76.979751,3,3,,,,9000000
Ready to Move,,Resale,Flat,1242,28.368101,77.3721674,2,2,,,,3600000
Ready to Move,Semi-Furnished,Resale,Flat,1000,28.59675026,77.07577515,3,2,,,,5500000
Ready to Move,Unfurnished,New Property,Flat,1250,28.70405388,77.43733215,2,2,2,,,3840000
Ready to Move,Semi-Furnished,Resale,Individual House,1300,28.3920951,77.267223,3,2,,,,5000000
Ready to Move,Semi-Furnished,Resale,Flat,3300,28.49741745,77.02709198,4,4,2,1,1,22500000
Ready to Move,,Resale,Flat,1092,28.63633957,77.47928727,3,2,,1,0,4000000
Ready to Move,Semi-Furnished,Resale,Individual House,1100,28.4303503,77.2956126,2,2,,1,,6200000
,Semi-Furnished,Resale,Individual House,835,28.5814311,77.4528192,2,2,,,,2900000
,Unfurnished,Resale,Flat,1350,28.3824895,76.9823169,2,2,,,,8500000
Ready to Move,Semi-Furnished,Resale,Individual House,1737,28.477342,77.5529344,3,3,2,,2,5800000
Ready to Move,Semi-Furnished,Resale,Flat,750,28.53153419,77.21685028,2,2,1,,,3400000
Ready to Move,Furnished,Resale,Flat,1150,28.46749,77.0392225,3,3,1,1,2,8700000
Ready to Move,Furnished,Resale,Individual House,925,28.4849855,77.513434,2,2,3,,,4500000
Ready to Move,Unfurnished,Resale,Flat,550,28.6212874,77.0530735,2,2,1,,,2800000
Ready to Move,,Resale,Flat,965,28.519997,77.376873,2,2,3,1,2,3350000
Ready to Move,,Resale,Flat,1432,28.399598,76.97150985,2,2,2,1,2,7800000
Ready to Move,Semi-Furnished,Resale,Individual House,900,28.54920006,77.29989624,3,2,2,2,0,4950000
Ready to Move,Semi-Furnished,Resale,Individual House,2000,28.4150217,76.9103909,4,3,,,,8000000
Ready to Move,Semi-Furnished,Resale,Flat,1400,28.6452824,77.3621025,3,2,2,1,0,5100000
Ready to Move,Semi-Furnished,Resale,Flat,600,28.7331365,77.1201953,2,2,,,,4500000
Ready to Move,Semi-Furnished,Resale,Flat,919,28.605958,77.444512,2,2,,,,4000000
Ready to Move,Furnished,Resale,Flat,2000,28.6558455,77.368224,4,2,,,,15000000
Ready to Move,,Resale,Flat,1750,28.41882961,77.09258408,3,3,3,2,,12000000
Ready to Move,,Resale,Individual House,1380,28.56458645,77.39876351,3,2,3,,,8500000
Ready to Move,,Resale,Individual House,1450,28.54796527,77.29479751,3,3,,,,23000000
Ready to Move,Semi-Furnished,Resale,Flat,1440,28.400922,77.51969,3,2,4,,,7000000
Ready to Move,,Resale,Flat,1080,28.70093382,77.41737682,2,2,,1,4,4000000
Ready to Move,Semi-Furnished,Resale,Flat,1105,28.605958,77.444512,2,2,3,374,3,4500000
Ready to Move,,Resale,Flat,1550,28.64069582,77.34317166,3,2,2,1,1,9000000
Ready to Move,,Resale,Individual House,1600,28.634318,77.361896,3,2,4,,,8200000
Ready to Move,,Resale,Individual House,1610,28.63627244,77.36134194,3,3,,,,8500000
,Semi-Furnished,Resale,Flat,1075,28.71237305,77.43413677,2,2,3,,,3100000
Ready to Move,Semi-Furnished,Resale,Flat,562,28.5922719,77.0836826,2,2,1,1,0,3500000
Ready to Move,,Resale,Flat,1600,28.57569189,77.04461466,3,2,3,,,16000000
Ready to Move,,New Property,Flat,1300,28.6493479,77.3696259,3,2,,,,5500000
Ready to Move,,Resale,Flat,1666,28.414052,76.914303,3,3,3,,,5700000
Ready to Move,Semi-Furnished,Resale,Flat,1125,28.605958,77.444512,2,2,4,,,4700000
Ready to Move,Semi-Furnished,Resale,Flat,1472,28.41986847,77.34105682,3,2,2,,,6500000
Ready to Move,,Resale,Flat,940,28.56433903,77.38360189,2,2,3,1,,5400000
Ready to Move,,Resale,Flat,976,28.7040534,77.4373305,2,2,2,,,3500000
Ready to Move,,Resale,Flat,840,28.683082,77.50921,2,2,2,,,2800000
Ready to Move,,Resale,Flat,1088,28.69359,77.344376,2,2,,,,3690000
Ready to Move,Semi-Furnished,Resale,Individual House,1352,28.5235605,77.362,2,2,2,1,,6000000
Ready to Move,,Resale,Individual House,1100,28.606105,77.29661811,3,2,1,,,12500000
Ready to Move,Semi-Furnished,Resale,Flat,1000,28.6053661,77.2954371,2,2,,,,10000000
Ready to Move,Unfurnished,Resale,Flat,807,28.7040534,77.4373305,2,2,,,,3000000
Ready to Move,Semi-Furnished,Resale,Flat,800,28.6078536,76.9923376,2,2,,1,2,4500000
Ready to Move,Semi-Furnished,Resale,Flat,750,28.4941085,77.0257,2,2,,,,2500000
Ready to Move,,Resale,Flat,925,28.38981649,76.969342,2,2,2,1,0,5700000
Ready to Move,,Resale,Flat,1771,28.54341218,77.367853,3,3,3,,,10000000
Ready to Move,Semi-Furnished,New Property,Flat,920,28.4988575,77.5409317,2,2,3,,,2850000
Ready to Move,Semi-Furnished,Resale,Flat,1395,28.4737345,77.5413219,3,3,4,1,,5800000
,Unfurnished,New Property,Flat,1595,28.577868,77.48322,3,4,3,,,6300000
Ready to Move,Unfurnished,Resale,Flat,1183,28.4096109,76.9141943,3,2,,1,1,5400000
Ready to Move,,Resale,Flat,900,28.43410241,77.29815556,2,2,1,,0,3800000
Ready to Move,,Resale,Flat,2400,28.42469425,77.10103672,4,3,5,,,13000000
Ready to Move,Semi-Furnished,Resale,Individual House,850,28.64528275,77.36209869,2,2,1,,,3650000
Ready to Move,,Resale,Flat,1400,28.487326,77.155952,3,3,2,2,1,8000000
Ready to Move,,Resale,Flat,970,28.41700198,77.09156498,2,2,,,,9010000
Ready to Move,Semi-Furnished,Resale,Flat,1265,28.3427955,77.350168,2,2,,,,5000000
,Unfurnished,Resale,Flat,1690,28.3984598,76.9410753,3,2,,,,9300000
Ready to Move,,Resale,Flat,1040,28.2706,77.3054,2,2,,,,3200000
,Semi-Furnished,Resale,Flat,1350,28.660445,77.404804,3,3,3,1,4,6800000
Ready to Move,Unfurnished,Resale,Flat,600,28.635968,77.269558,2,2,,,,2700000
Ready to Move,Unfurnished,Resale,Flat,766,28.5776346,77.3951,2,2,2,,,3500000
Ready to Move,,Resale,Flat,1330,28.505584,77.410762,3,2,3,1,4,4900000
Ready to Move,,Resale,Flat,1470,28.70019204,77.427474,3,2,1,,,5500000
Ready to Move,,Resale,Individual House,1495,28.637309,77.413535,3,2,,2,4,7500000
Ready to Move,,Resale,Flat,1100,28.552561,77.17360821,2,2,2,,,14900000
Ready to Move,Semi-Furnished,Resale,Individual House,1300,28.6809994,77.356998,3,2,2,,0,5400000
Ready to Move,,Resale,Flat,890,28.70199,77.410904,2,2,,,,3500000
,Unfurnished,Resale,Individual House,1055,28.644405,77.383467,2,2,,,,5050000
Ready to Move,,Resale,Flat,1600,28.41772,77.05281,3,2,4,1,,12000000
Ready to Move,,Resale,Individual House,940,28.728555,77.337353,2,2,,,,2900000
Ready to Move,Semi-Furnished,Resale,Individual House,800,28.6370524,77.344619,2,2,,,,5000000
Ready to Move,Unfurnished,Resale,Flat,1450,28.6711424,77.478156,3,2,,,,4600000
Ready to Move,Unfurnished,Resale,Flat,800,28.619312,77.437388,2,2,1,1,,2200000
Ready to Move,,Resale,Flat,1260,28.3824895,76.9823169,2,2,,,,6910000
Ready to Move,Semi-Furnished,Resale,Flat,550,28.64501762,77.28372955,2,2,,,,3000000
Ready to Move,,Resale,Flat,895,28.51163007,77.52004788,2,2,3,2,2,3000000
Ready to Move,,Resale,Flat,1300,28.590653,77.331682,3,2,2,1,1,7400000
,Semi-Furnished,Resale,Flat,1175,28.616204,77.422256,3,2,,1,3,4500000
Ready to Move,Semi-Furnished,Resale,Flat,750,28.5945015,77.33412933,2,2,2,,,3200000
Ready to Move,Unfurnished,Resale,Flat,1080,28.64689445,77.38452911,2,2,3,,,5100000
,Semi-Furnished,Resale,Flat,940,28.5869654,77.3874,2,2,2,1,2,2900000
Ready to Move,Semi-Furnished,Resale,Flat,750,28.61949921,77.063797,2,2,2,,,3500000
Ready to Move,,Resale,Flat,1550,28.728555,77.337353,3,3,4,1,2,4500000
Ready to Move,Furnished,Resale,Individual House,900,28.687614,77.351924,2,2,1,1,,3800000
,Unfurnished,Resale,Flat,2200,28.474835,76.977341,3,3,5,,4,13000000
Ready to Move,Semi-Furnished,Resale,Flat,1200,28.6493479,77.3696259,3,3,,,,5750000
Ready to Move,Furnished,Resale,Flat,1120,28.6493479,77.3696259,2,2,2,1,0,5350000
Ready to Move,,Resale,Flat,1115,28.432194,77.508042,2,2,4,,,3800000
Ready to Move,,Resale,Flat,2215,28.35911846,76.975628,3,4,4,1,2,13000000
Ready to Move,Unfurnished,Resale,Flat,1105,28.577868,77.48322,2,2,4,1,,4600000
Ready to Move,Semi-Furnished,Resale,Flat,1450,28.49524689,76.98538208,2,2,3,,,7500000
Ready to Move,,Resale,Individual House,1675,28.405706,76.953427,3,3,3,,,7750000
,Unfurnished,Resale,Individual House,1550,28.5750243,77.3803,3,2,,,,8500000
,Semi-Furnished,Resale,Flat,850,28.6452824,77.3621025,2,2,1,,,4200000
Ready to Move,,Resale,Flat,1760,28.449048,76.984185,3,3,,,,7790000
Ready to Move,Semi-Furnished,Resale,Flat,720,28.484771,77.028653,2,2,1,2,1,4000000
Ready to Move,,Resale,Individual House,1200,28.728555,77.337353,2,2,,,,3830000
Ready to Move,,Resale,Individual House,1661,28.41669089,77.35491947,3,3,3,,,6300000
Ready to Move,Semi-Furnished,Resale,Individual House,1385,28.4258675,77.0475735,3,3,,,,13500000
Ready to Move,Furnished,Resale,Individual House,1058,28.71392059,77.28553772,2,2,4,2,2,2750000
Ready to Move,,Resale,Individual House,1687,28.64431,77.331787,3,3,1,1,2,9500000
Ready to Move,,Resale,Flat,924,28.654612,77.486901,2,2,3,1,2,2700000
Ready to Move,,Resale,Flat,1733,28.399598,76.97150985,3,3,2,1,2,9200000
Ready to Move,,Resale,Flat,1423,28.670869,77.487958,3,2,3,1,,4700000
Ready to Move,Unfurnished,Resale,Flat,900,28.6900486,77.3405361,2,2,,,,2460000
Ready to Move,,Resale,Flat,900,28.51032769,77.52171067,2,2,,,,3800000
Ready to Move,Semi-Furnished,Resale,Individual House,975,28.693302,77.3315175,2,2,1,,,2900000
Ready to Move,Unfurnished,Resale,Flat,2000,28.605958,77.444512,4,4,,,,7000000
Ready to Move,,Resale,Individual House,1050,28.50076733,77.4242,2,2,,,,4250000
Ready to Move,,Resale,Flat,1895,28.6292392,77.44028831,3,3,,,,6000000
Ready to Move,,Resale,Flat,1725,28.403432,76.965023,3,3,,,,7990000
Ready to Move,,Resale,Individual House,1265,28.681686,77.377927,2,2,,,,5900000
Ready to Move,Semi-Furnished,Resale,Flat,2000,28.5080324,77.0336072,3,3,2,1,,14000000
Ready to Move,Semi-Furnished,Resale,Flat,1540,28.63618469,77.43365479,3,3,4,1,2,7500000
Ready to Move,,Resale,Individual House,750,28.532308,77.21651,2,2,1,,,4000000
Ready to Move,,Resale,Flat,1275,28.70470661,77.43043851,2,2,2,,,3700000
Ready to Move,,Resale,Flat,1900,28.395989,76.973879,3,3,3,1,2,11500000
Ready to Move,,Resale,Flat,1425,28.50920801,77.40662554,3,2,,,,7060000
Ready to Move,Furnished,Resale,Flat,2250,28.4460523,76.9772858,3,3,3,2,,12000000
Ready to Move,Semi-Furnished,Resale,Flat,1125,28.6644882,77.3474938,2,2,,,,5500000
Ready to Move,,New Property,Individual House,1114,28.559916,77.203451,3,3,2,,,15000000
Ready to Move,,Resale,Flat,935,28.577868,77.48322,2,2,,,,3500000
,Semi-Furnished,Resale,Flat,1350,28.549346,77.37758773,3,2,2,1,,8000000
Ready to Move,,New Property,Flat,1708,28.5827633,77.44122092,3,3,3,,,5500000
Ready to Move,,New Property,Flat,840,28.685449,77.5092258,2,2,2,1,2,2600000
Ready to Move,Unfurnished,Resale,Flat,1800,28.54366493,77.25489807,3,3,3,,0,21500000
Ready to Move,,New Property,Flat,792,28.516722,77.1760703,2,2,1,2,,3050000
Ready to Move,Semi-Furnished,Resale,Individual House,950,28.6441755,77.336519,2,2,,,,5000000
Ready to Move,Unfurnished,Resale,Flat,1000,28.71745682,77.29320526,4,2,1,,,5500000
Ready to Move,Semi-Furnished,Resale,Flat,900,28.5543715,77.251878,2,2,1,,,7500000
Ready to Move,Unfurnished,Resale,Flat,2500,28.44961357,77.02436829,2,2,1,,,12000000
Ready to Move,,Resale,Flat,1700,28.61671931,77.370372,3,3,,,,8160000
Ready to Move,Semi-Furnished,Resale,Flat,2466,28.3808045,77.3721015,4,4,4,1,,11000000
Ready to Move,Semi-Furnished,Resale,Flat,1750,28.5081375,77.008965,3,3,,,,12500000
Ready to Move,,Resale,Flat,1377,28.6496737,77.491428,3,2,2,,,4500000
Ready to Move,Semi-Furnished,Resale,Flat,1150,28.5783723,77.3873,3,2,,,,5500000
Ready to Move,,New Property,Flat,1195,28.498557,77.54265046,2,2,4,1,,4300000
Ready to Move,,Resale,Flat,1000,28.447972,76.970278,2,2,3,1,2,6000000
Ready to Move,,Resale,Individual House,1845,28.54692971,77.35438729,3,4,5,2,2,13200000
Ready to Move,Semi-Furnished,Resale,Flat,1150,28.6554424,77.444195,2,2,,,,4800000
Ready to Move,,Resale,Flat,1500,28.66287399,77.09776702,3,3,1,,,11000000
Ready to Move,Unfurnished,Resale,Flat,1170,28.6518359,77.1932379,3,3,,,,11500000
Ready to Move,,Resale,Flat,940,28.6768134,77.3525812,3,2,,,,3990000
Ready to Move,Semi-Furnished,Resale,Individual House,800,28.68597984,77.34532928,2,2,,1,,3500000
Ready to Move,Semi-Furnished,Resale,Individual House,1800,28.5923396,77.0647994,3,2,,,,14200000
,Furnished,Resale,Flat,1180,28.387939,77.049363,2,2,3,2,,9000000
Ready to Move,,Resale,Flat,1465,28.56118696,77.3865692,3,3,3,1,3,6100000
Ready to Move,,Resale,Individual House,1600,28.578187,77.374855,3,3,3,,,11000000
Ready to Move,,Resale,Flat,1223,28.386791,77.049466,2,2,3,1,2,9800000
Ready to Move,Semi-Furnished,Resale,Flat,985,28.6420559,77.323499,3,2,,,,6000000
Ready to Move,,New Property,Flat,1153,28.38413776,77.36817314,2,2,2,2,,4100000
,Semi-Furnished,Resale,Individual House,1425,28.6109351,77.4294948,3,2,,,,5000000
Ready to Move,Furnished,Resale,Flat,1100,28.48690033,77.01540375,3,2,,,,5700000
Ready to Move,,New Property,Flat,1475,28.580262,77.403976,3,2,3,,,6900000
Ready to Move,,Resale,Flat,1335,28.699311,77.4311,2,2,4,,,4600000
Ready to Move,Furnished,Resale,Flat,850,28.6895689,77.3386129,2,2,,1,,3600000
Ready to Move,Semi-Furnished,New Property,Flat,1120,28.47225189,77.46923065,2,2,1,,,3200000
Ready to Move,,Resale,Flat,2480,28.610645,77.455837,4,5,,,,8940000
Ready to Move,,Resale,Flat,1545,28.47346783,77.5053686,3,3,3,,,7150000
Ready to Move,,Resale,Flat,1150,28.4224954,77.064206,3,2,3,,,9700000
Ready to Move,Furnished,Resale,Flat,990,28.61809921,77.0723877,3,2,2,,,5700000
,Unfurnished,Resale,Individual House,650,28.4882676,77.1908315,2,2,1,,,2650000
Ready to Move,,Resale,Flat,1100,28.578346,77.37369258,2,2,,,,6530000
Ready to Move,Unfurnished,Resale,Flat,2000,28.480372,77.5618261,3,3,3,1,,7200000
Ready to Move,Unfurnished,Resale,Flat,1230,28.60595894,77.44451141,2,2,3,,,5700000
Ready to Move,,Resale,Flat,1470,28.70019204,77.427474,3,2,1,,,5500000
Ready to Move,Unfurnished,Resale,Flat,1250,28.6390982,77.412377,2,2,,,,6000000
,Unfurnished,Resale,Flat,700,28.3808045,77.3721015,3,2,2,,,2580000
Ready to Move,Unfurnished,Resale,Individual House,1368,28.66994286,77.28595734,3,2,2,,,7500000
Ready to Move,,Resale,Flat,1114,28.433506,77.505908,2,2,3,1,4,4000000
Ready to Move,Furnished,Resale,Flat,1100,28.58146858,77.34041595,2,2,,,,6500000
,Unfurnished,Resale,Individual House,1383,28.3589451,76.971745,2,2,,,,11000000
Ready to Move,,Resale,Flat,1295,28.6292392,77.44028831,2,2,4,,,4200000
Ready to Move,,Resale,Flat,777,28.68061028,77.35432329,2,2,,,,2780000
Ready to Move,Furnished,Resale,Flat,1200,28.4244375,77.098212,3,3,2,,,11500000
Ready to Move,,Resale,Flat,1065,28.70199,77.410904,2,2,3,,,3200000
Ready to Move,Semi-Furnished,Resale,Individual House,1075,28.432194,77.508042,2,2,,,,4000000
Ready to Move,Semi-Furnished,Resale,Flat,1500,28.6838196,77.3291436,4,3,,1,,7000000
Ready to Move,Furnished,Resale,Individual House,1600,28.6297895,77.4338883,3,3,,,,5630000
Ready to Move,,Resale,Flat,1700,28.59142938,77.07111613,3,3,3,,,17500000
Ready to Move,,Resale,Flat,1150,28.70042147,77.4281647,2,2,,,,3800000
Ready to Move,Unfurnished,Resale,Individual House,630,28.53153419,77.21685028,2,2,1,,,3500000
Ready to Move,,Resale,Flat,1075,28.59646905,77.367227,3,2,2,,,6650000
Ready to Move,,Resale,Flat,1665,28.46267033,77.55830252,4,3,3,,,6300000
Ready to Move,Semi-Furnished,Resale,Individual House,650,28.619316,77.033262,2,2,,,,3500000
Ready to Move,,Resale,Flat,1075,28.499256,77.4007,2,2,,,,5000000
Ready to Move,Semi-Furnished,Resale,Flat,1195,28.6493479,77.3696259,2,2,,1,,5000000
Ready to Move,,Resale,Flat,1745,28.475274,77.545978,3,3,3,1,2,5300000
Ready to Move,Furnished,Resale,Flat,1200,28.6341305,77.3338579,3,3,2,2,,7000000
Ready to Move,Unfurnished,Resale,Flat,1200,28.4033165,77.34233,2,2,,,,4100000
Ready to Move,Semi-Furnished,Resale,Individual House,1674,28.6674359,77.137424,4,3,2,,,22000000
Ready to Move,,Resale,Flat,1225,28.62407017,77.37175607,3,3,1,,,7500000
Ready to Move,,Resale,Flat,1540,28.56198251,77.48120844,3,3,4,,,5900000
,Semi-Furnished,New Property,Flat,1550,28.4450106,76.9584411,2,2,3,1,4,11400000
Ready to Move,Unfurnished,Resale,Flat,860,28.71153641,77.24547577,3,2,1,,,6000000
Ready to Move,Unfurnished,Resale,Flat,910,28.664371,77.488789,2,2,,,,2800000
Ready to Move,Unfurnished,Resale,Individual House,900,28.6806025,77.2890031,3,2,,,,4800000
Ready to Move,Semi-Furnished,Resale,Flat,1025,28.6896453,77.4933302,2,2,,,,3600000
Ready to Move,,Resale,Flat,1050,28.610849,77.456875,2,2,3,,,4150000
Ready to Move,,Resale,Flat,2600,28.4913752,77.2908548,3,3,,3,,14900000
Ready to Move,,Resale,Flat,1550,28.70297379,77.421054,3,3,3,,,5500000
Ready to Move,Unfurnished,Resale,Flat,850,28.62102127,77.28400421,2,2,1,,,5000000
Ready to Move,,Resale,Flat,1300,28.59372038,77.06508634,2,2,2,1,2,13500000
Ready to Move,Semi-Furnished,New Property,Flat,950,28.68249512,77.26712799,3,2,1,,,6000000
Ready to Move,Unfurnished,Resale,Individual House,2500,28.6493479,77.3696259,4,2,,,,15000000
Ready to Move,Furnished,New Property,Individual House,630,28.5922718,77.0836792,2,2,1,,,3200000
Ready to Move,,Resale,Individual House,1040,28.46267033,77.55830252,2,2,,,,3500000
Ready to Move,Semi-Furnished,Resale,Flat,960,28.6402995,77.369307,2,2,2,1,,5900000
Ready to Move,,Resale,Flat,1900,28.64310209,77.3837059,3,3,3,,,8000000
Ready to Move,Semi-Furnished,Resale,Individual House,680,28.624575,77.10898,3,2,2,,,4800000
Ready to Move,Furnished,Resale,Flat,1450,28.68011475,77.36381531,3,3,1,,,5850000
Ready to Move,,Resale,Flat,1150,28.522768,77.3897749,2,2,,,,5000000
Ready to Move,,Resale,Individual House,1400,28.41677166,77.3552223,3,3,,,,7010000
Ready to Move,,Resale,Individual House,1005,28.474501,77.553187,2,2,1,,2,3800000
Ready to Move,Semi-Furnished,Resale,Flat,1800,28.64407349,77.1724472,6,6,2,,,26000000
Ready to Move,Unfurnished,Resale,Flat,1600,28.68033028,77.37507629,3,2,2,,,7500000
Ready to Move,,Resale,Flat,1490,28.37423557,76.95241631,3,3,3,,,10000000
Ready to Move,Furnished,Resale,Flat,1300,28.6809994,77.356998,3,2,2,1,,6200000
Ready to Move,Furnished,Resale,Flat,800,28.6644882,77.3474938,2,2,,,,3770000
Ready to Move,,Resale,Flat,1150,28.70155895,77.12580103,3,2,1,,,11500000
Ready to Move,Semi-Furnished,Resale,Flat,875,28.432094,77.506766,2,2,,1,,3200000
Ready to Move,Semi-Furnished,Resale,Flat,1150,28.69004822,77.34053802,3,2,2,,0,4500000
Ready to Move,Furnished,Resale,Individual House,1000,28.605958,77.444512,2,2,,,,3500000
Ready to Move,,Resale,Flat,1255,28.580262,77.403976,2,2,3,,,5950000
Ready to Move,,Resale,Flat,1197,28.57949215,77.438215,2,2,,1,3,4500000
Ready to Move,,Resale,Flat,1210,28.70019204,77.427474,2,3,,,,3750000
Ready to Move,Semi-Furnished,Resale,Flat,1350,28.4042306,77.3559561,3,2,3,,,4650000
Ready to Move,Unfurnished,Resale,Flat,1080,28.65933,77.479254,2,2,,,,4000000
,Unfurnished,Resale,Individual House,1360,28.5859957,77.4338341,3,3,3,1,,5000000
Ready to Move,Furnished,Resale,Flat,2000,28.362361,77.3353025,3,2,,,,8500000
Ready to Move,Semi-Furnished,Resale,Individual House,1350,28.616035,77.443804,3,3,1,,,4200000
Ready to Move,,Resale,Flat,1193,28.56681643,77.44775161,2,3,2,1,2,4500000
,Unfurnished,Resale,Flat,900,28.63746404,77.3957075,2,2,2,,,4500000
Ready to Move,,Resale,Flat,1050,28.630859,77.435943,2,2,2,,,3400000
Ready to Move,Semi-Furnished,Resale,Individual House,950,28.71483231,77.12369537,2,2,1,,,13000000
Ready to Move,Furnished,Resale,Flat,1175,28.60595894,77.44451141,2,2,3,1,,5400000
